0,18.587,72.132,33.326,0,0,26.61,1.542,-79.711,5.862994479359503,-1.8804159133529976,-6.162,-5.313,1,0,0
0,20.827,25.223,19.098,0,1,16.462,2.907,-57.47,3.0984173067067653,98.81153287202568,11.31,6.203,0,0,2
0,19.929,86.331,5.218,0,0,-83.028,1.655,-31.563,6.018538577578445,8.831495888114114,2.829,-6.784,0,0,2
1,10.858,4.19,35.807,0,1,-95.6,11.185,-135.729,6.715151180725567,4.324594409230739,2.855,-2.583,0,2,2
0,17.662,80.801,9.228,0,0,-63.25,0.606,151.822,4.31905248239704,1.1442398507605611,-1.043,-4.188,1,2,4
0,7.004,11.985,26.924,0,1,-15.946,5.316,-13.172,1.97479302654734,10.270679124707465,-5.225,-1.857,0,2,4
1,6.478,82.294,24.466,0,0,-4.725,1.402,-148.55,2.3271831712394304,127.05823719166676,8.094,-0.93,0,2,7
1,14.271,14.365,14.02,0,1,50.304,3.082,-60.269,8.341845362322417,13.830070980363136,3.918,-0.145,0,4,7
0,21.11,69.488,16.363,0,0,-24.152,0.331,-64.471,3.968354110509799,-8.574090233063236,-1.782,-2.946,0,4,7
1,1.822,4.853,23.221,0,1,102.573,13.484,48.099,5.5937556324172775,-38.93432519177617,-3.351,0.08,0,6,7
1,4.164,88.797,20.836,0,0,-90.645,8.114,-31.708,1.1273297509158586,68.13911365098159,13.043,3.955,0,6,9
1,9.014,14.231,25.768,0,1,-4.888,3.406,120.23,1.8007181603460325,-15.908413734490109,1.614,-3.619,0,8,9
0,4.03,84.912,23.774,0,0,-17.718,8.615,54.29,1.6001847678940104,-70.68172117720562,1.45,-0.732,0,8,9
0,24.251,14.198,47.54,1,1,-68.347,1.897,-13.979,3.7251089012403384,11.47598180704083,4.401,5.566,0,8,9
1,23.99,14.604,2.909,1,1,67.051,2.305,-35.442,4.1993137189902825,-16.0840040234777,-1.321,-5.292,0,11,9
0,17.246,18.988,14.574,0,1,37.197,2.064,-72.909,4.31430022789328,6.546668272667805,4.599,-1.672,0,11,9
0,16.659,17.683,36.088,0,1,-41.727,2.815,-93.703,2.836237860582214,24.198139020979017,-9.28,3.944,0,11,9
0,22.655,90.824,2.44,1,0,-95.252,1.931,36.238,9.480609838159149,2.22343766637692,0.689,-12.735,0,11,9
1,1.274,4.519,23.957,0,1,125.024,11.874,60.022,4.7553457767548295,-96.23280022529116,-3.794,4.521,0,13,9
1,18.145,84.146,7.449,0,0,-75.302,0.913,-15.192,9.340772278163087,-0.1909170872335977,-3.641,-5.749,0,13,11
1,16.957,74.291,16.141,0,0,-31.494,1.844,134.053,3.2366309800469986,81.05421110564154,-3.036,1.358,0,15,13
0,25.362,18.718,46.491,1,1,-57.925,1.77,-42.221,4.985467891030893,24.021442318318243,0.839,1.978,1,15,13
